Participant Id,Condition,Model,AppId,Complexity,Phase,Trial Index,Instance Id,XAIType,Tested w/ XAI,Time,Log(time),Response,AI prediction,DT prediction,LR prediction,Explainer prediction,Response==AI,Response==DT,Response==LR,Response==Explainer,Changed feature index,Changed feature name,Changed feature type,Changed from,Changed to,Changed amount,Changed amount (normalized),Absolute changed amount (normalized),DT prediction (CF),LR prediction (CF),AI prediction (CF),Changed prediction (DT),Changed prediction (LR),Changed explainer,Changed AI prediction,AI distance to boundary,Condition:Complexity,Factor Recall Accuracy,DT Overall Recall Accuracy,Combined Failure,Mean(Response==AI),Mean(changed AI prediction),Median time,Time and Performance < 20th percentile,Time < k percentile
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,21,363,LR,w/ XAI,15.047,2.7111786358,,1,1,0,0,,,,,0,Alcohol,numeric,9.2,13,3.8,0.9743589744,0.9743589744,1,1,1,0,0,0,1,0.2628348,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,22,329,LR,w/o XAI,10.593,2.3601934056,,0,0,1,1,,,,,0,Alcohol,numeric,11,13,2,0.5128205128,0.5128205128,1,1,1,1,1,1,0,0.12907529,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,23,301,LR,w/ XAI,13.294,2.5873128056,,0,0,0,0,,,,,0,Alcohol,numeric,10,13,3,0.7692307692,0.7692307692,1,1,1,1,1,1,0,0.30978292,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,24,67,LR,w/o XAI,16.325,2.7926976752,,0,0,0,0,,,,,3,Vinegar Taint,numeric,0.72,0.23,-0.49,-0.670865279,0.6708652793,1,0,0,1,0,0,1,0.48938715,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,25,156,LR,w/ XAI,10.385,2.3403624573,,1,1,1,1,,,,,3,Vinegar Taint,numeric,0.31,0.96,0.65,0.8899233297,0.8899233297,0,0,0,1,1,1,0,0.457381,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,26,230,LR,w/ XAI,8.18,2.1016921506,,0,0,0,0,,,,,3,Vinegar Taint,numeric,0.58,0.23,-0.35,-0.479189485,0.4791894852,1,1,1,1,1,1,0,0.2256515,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,27,261,LR,w/ XAI,54.683,4.001552875,,1,1,1,1,,,,,0,Alcohol,numeric,12,9,-3,-0.769230769,0.7692307692,1,0,0,0,1,1,0,0.42995757,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,28,147,LR,w/o XAI,10.258,2.328057889,,0,1,1,1,,,,,0,Alcohol,numeric,9.9,13,3.1,0.7948717949,0.7948717949,1,1,0,1,1,1,1,0.49010056,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,29,153,LR,w/o XAI,11.067,2.4039677073,,0,0,0,0,,,,,4,pH,numeric,3.3,3,-0.3,-0.454545455,0.4545454545,0,0,0,0,0,0,1,0.2698608,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,30,73,LR,w/ XAI,227.227,5.4259495178,,1,1,0,0,,,,,0,Alcohol,numeric,9.2,13,3.8,0.9743589744,0.9743589744,1,1,1,0,0,0,1,0.2628348,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,31,342,LR,w/ XAI,59.214,4.0811580004,,1,0,0,0,,,,,3,Vinegar Taint,numeric,0.41,0.96,0.55,0.7530120482,0.7530120482,0,0,0,1,1,1,0,0.074326634,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,32,374,LR,w/ XAI,9.326,2.2328061984,,0,0,0,0,,,,,0,Alcohol,numeric,9.5,13,3.5,0.8974358974,0.8974358974,0,1,1,0,1,1,0,0.47660476,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,33,66,LR,w/ XAI,68.176,4.2220925968,,0,0,1,1,,,,,4,pH,numeric,3.4,3,-0.4,-0.606060606,0.6060606061,0,1,1,0,1,1,0,0.028212309,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,34,96,LR,w/o XAI,9.466,2.2477064315,,0,0,1,1,,,,,4,pH,numeric,3.4,3,-0.4,-0.606060606,0.6060606061,0,1,1,0,1,1,0,0.028212309,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,35,129,LR,w/ XAI,27.944,3.3302025075,,1,0,1,1,,,,,3,Vinegar Taint,numeric,0.38,0.96,0.58,0.7940854326,0.7940854326,0,0,0,1,1,1,0,0.014695704,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,36,359,LR,w/ XAI,84.885,4.4412973993,,1,1,1,1,,,,,3,Vinegar Taint,numeric,0.31,0.96,0.65,0.8899233297,0.8899233297,0,0,0,1,1,1,0,0.3525669,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,37,369,LR,w/o XAI,41.661,3.7295654394,,1,1,1,1,,,,,0,Alcohol,numeric,12,9,-3,-0.769230769,0.7692307692,0,0,0,1,1,1,0,0.32645148,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,38,15,LR,w/ XAI,14.665,2.6854637024,,1,1,0,0,,,,,4,pH,numeric,3.4,3.7,0.3,0.4545454545,0.4545454545,1,0,0,0,1,1,0,0.021181107,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,39,50,LR,w/o XAI,13.307,2.5882902126,,1,1,1,1,,,,,3,Vinegar Taint,numeric,0.26,0.96,0.7,0.9583789704,0.9583789704,0,0,0,1,1,1,0,0.34228897,LR:low,1,,False,0.5,0.3,13.399,0,0
6743de7c5d4870f0b6095e0f,LR,mlp,wine_quality,low,counterfactual,40,344,LR,w/o XAI,11.652,2.4554778391,,0,0,0,0,,,,,0,Alcohol,numeric,9.2,13,3.8,0.9743589744,0.9743589744,1,1,1,1,1,1,0,0.3236308,LR:low,1,,False,0.5,0.3,13.399,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,1,274,LR,w/ XAI,161.146,5.0823107864,-100,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0.24001968,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,2,381,LR,w/o XAI,58.954,4.0767574788,60,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,0.32775253,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,3,266,LR,w/ XAI,57.815,4.0572482576,-100,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0.29723,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,4,8,LR,w/ XAI,67.48,4.2118312577,-100,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,0.36605728,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,5,278,LR,w/o XAI,16.118,2.7799366599,40,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.4838162,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,6,90,LR,w/ XAI,59.593,4.0875381175,-100,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,0.29958534,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,7,184,LR,w/o XAI,25.398,3.2346704308,80,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,0.33782846,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,8,328,LR,w/o XAI,33.018,3.4970528673,40,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,0.43037033,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,9,13,LR,w/o XAI,22.55,3.1157350659,100,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.46717495,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,10,164,LR,w/ XAI,71.028,4.2630741655,80,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,0.14164746,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,11,84,LR,w/o XAI,60.636,4.1048887761,60,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.47213596,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,12,281,LR,w/o XAI,21.269,3.0572506135,40,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.27908272,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,13,309,LR,w/o XAI,21.71,3.0777729839,60,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.3288601,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,14,273,LR,w/o XAI,8.296,2.1157734709,40,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.2782433,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,15,0,LR,w/ XAI,51.536,3.9422805926,-100,1,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,0.076070845,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,16,393,LR,w/ XAI,37.7,3.6296600945,-60,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0.018413723,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,17,363,LR,w/ XAI,38.536,3.6515928693,-80,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,0.2628348,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,18,154,LR,w/ XAI,10.233,2.3256177921,-40,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,0.42004675,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,19,80,LR,w/ XAI,19.821,2.9867419817,-20,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0.17104846,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,20,314,LR,w/ XAI,11.565,2.4479832957,40,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,0.47261447,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,21,267,LR,w/ XAI,12.26,2.5063419305,60,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,0.4448464,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,22,391,LR,w/o XAI,7.865,2.0624225365,80,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,0.104242265,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,23,45,LR,w/o XAI,7.867,2.0626767953,20,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,0.15032274,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,24,258,LR,w/o XAI,6.641,1.8932625546,-40,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0.49513322,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,25,389,LR,w/ XAI,6.726,1.9059806133,20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.05897045,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,26,85,LR,w/o XAI,7.271,1.9838938337,60,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,0.4642923,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,27,174,LR,w/o XAI,9.535,2.2549692391,-20,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0.13741517,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,28,69,LR,w/o XAI,4.825,1.5738107348,-60,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0.4945135,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,29,36,LR,w/ XAI,5.453,1.6961659159,-60,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0.477688,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,30,82,LR,w/ XAI,5.638,1.7295293927,-80,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0.44500488,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,31,190,LR,w/ XAI,4.709,1.5494755713,-60,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0.48865092,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,32,218,LR,w/ XAI,10.106,2.3131293069,60,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,0.16637182,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,33,277,LR,w/ XAI,5.392,1.6849163736,-60,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0.4844786,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,34,59,LR,w/o XAI,4.431,1.4886252922,-60,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0.48767382,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,35,173,LR,w/o XAI,3.835,1.3441694348,40,1,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,0.41782063,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,36,340,LR,w/ XAI,5.274,1.6627890879,60,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,0.3003059,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,37,345,LR,w/ XAI,4.75,1.558144618,-60,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0.41782695,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,38,302,LR,w/ XAI,5.182,1.6451910821,-60,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0.48017305,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,39,63,LR,w/ XAI,4.492,1.5022980369,60,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,0.34489727,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,forward,40,322,LR,w/o XAI,8.282,2.1140844851,-20,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0.30070162,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,1,115,LR,w/ XAI,77.584,4.3513612204,,1,1,1,1,,,,,3,Vinegar Taint,numeric,0.31,0.49,0.18,0.2464403067,0.2464403067,1,1,1,0,0,0,1,0.40999848,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,2,348,LR,w/ XAI,18.201,2.9014765376,,0,0,0,0,,,,,3,Vinegar Taint,numeric,0.67,0.42,-0.25,-0.342278204,0.3422782037,0,0,0,0,0,0,1,0.4847963,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,3,37,LR,w/ XAI,32.436,3.4792689171,,0,0,0,0,,,,,3,Vinegar Taint,numeric,0.6,0.39,-0.21,-0.287513691,0.2875136911,0,1,0,0,1,1,1,0.26297534,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,4,185,LR,w/ XAI,28.701,3.3569319654,,1,1,1,1,,,,,1,Sulphates,numeric,0.86,0.62,-0.24,-0.347826087,0.347826087,1,1,0,0,0,0,0,0.13289607,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,5,243,LR,w/o XAI,18.829,2.9353982345,,1,1,1,1,,,,,0,Alcohol,numeric,11,9.2,-1.8,-0.461538462,0.4615384615,1,0,1,0,1,1,1,0.3654728,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,6,53,LR,w/o XAI,10.617,2.36245649,,0,0,0,0,,,,,3,Vinegar Taint,numeric,0.65,0.39,-0.26,-0.355969332,0.3559693319,0,0,0,0,0,0,1,0.47530156,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,7,159,LR,w/o XAI,24.08,3.1813816204,,1,0,0,0,,,,,1,Sulphates,numeric,1.2,0.72,-0.48,-0.695652174,0.6956521739,0,0,0,1,1,1,0,0.15645146,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,8,100,LR,w/o XAI,24.874,3.2138230812,,1,0,1,1,,,,,3,Vinegar Taint,numeric,0.58,0.72,0.14,0.1916757941,0.1916757941,0,0,1,1,1,1,1,0.24907088,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,9,114,LR,w/ XAI,18.626,2.9245584541,,1,1,1,1,,,,,3,Vinegar Taint,numeric,0.48,0.69,0.21,0.2875136911,0.2875136911,0,1,1,1,0,0,1,0.419769,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,10,73,LR,w/o XAI,44.472,3.7948597777,,1,1,0,0,,,,,0,Alcohol,numeric,9.2,11,1.8,0.4615384615,0.4615384615,1,1,1,0,0,0,1,0.2628348,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,11,301,LR,w/ XAI,14.411,2.6679918039,,0,0,0,0,,,,,0,Alcohol,numeric,10,12,2,0.5128205128,0.5128205128,1,1,1,1,1,1,0,0.30978292,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,12,308,LR,w/o XAI,24.192,3.186022,,1,1,1,1,,,,,1,Sulphates,numeric,1,0.6,-0.4,-0.579710145,0.5797101449,1,1,1,0,0,0,1,0.45889837,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,13,286,LR,w/o XAI,13.641,2.6130799635,,1,1,1,1,,,,,0,Alcohol,numeric,12,10,-2,-0.512820513,0.5128205128,0,0,0,1,1,1,0,0.41439176,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,14,327,LR,w/o XAI,12.461,2.522603767,,1,1,1,1,,,,,3,Vinegar Taint,numeric,0.47,0.63,0.16,0.2190580504,0.2190580504,0,0,1,1,1,1,1,0.37994123,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,15,19,LR,w/ XAI,9.731,2.2753166658,,0,0,0,0,,,,,3,Vinegar Taint,numeric,0.64,0.32,-0.32,-0.438116101,0.4381161008,1,0,0,1,0,0,1,0.42008102,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,16,131,LR,w/o XAI,9.344,2.2347344261,,1,1,1,1,,,,,3,Vinegar Taint,numeric,0.36,0.67,0.31,0.4244249726,0.4244249726,0,1,1,1,0,0,1,0.4553061,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,17,4,LR,w/ XAI,9.766,2.2789069656,,0,0,0,0,,,,,0,Alcohol,numeric,9.5,12,2.5,0.641025641,0.641025641,1,1,1,1,1,1,0,0.456266,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,18,170,LR,w/o XAI,12.533,2.5283651656,,1,1,1,1,,,,,1,Sulphates,numeric,0.87,0.6,-0.27,-0.391304348,0.3913043478,1,1,1,0,0,0,1,0.38495147,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,19,103,LR,w/ XAI,21.28,3.0577676645,,0,0,0,0,,,,,2,SO2,numeric,110,49,-61,-0.484126984,0.4841269841,0,0,0,0,0,0,1,0.4863556,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,20,46,LR,w/o XAI,16.547,2.8062048165,,0,0,0,0,,,,,3,Vinegar Taint,numeric,0.59,0.31,-0.28,-0.383351588,0.3833515882,1,1,1,1,1,1,0,0.17104846,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,21,29,LR,w/ XAI,15.201,2.7213612152,,0,0,0,0,,,,,3,Vinegar Taint,numeric,0.82,0.47,-0.35,-0.479189485,0.4791894852,0,0,0,0,0,0,1,0.45828187,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,22,216,LR,w/ XAI,9.418,2.2426227518,,0,0,0,0,,,,,0,Alcohol,numeric,10,12,2,0.5128205128,0.5128205128,1,1,1,1,1,1,0,0.015951216,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,23,104,LR,w/o XAI,8.966,2.1934396457,,0,0,0,0,,,,,0,Alcohol,numeric,10,12,2,0.5128205128,0.5128205128,1,1,1,1,1,1,0,0.3908854,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,24,77,LR,w/o XAI,10.1,2.3125354238,,1,1,0,0,,,,,3,Vinegar Taint,numeric,0.32,0.56,0.24,0.3285870756,0.3285870756,0,0,0,1,1,1,0,0.04780191,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,25,259,LR,w/ XAI,15.468,2.7387733737,,1,1,1,1,,,,,0,Alcohol,numeric,14,11,-3,-0.769230769,0.7692307692,1,1,1,0,0,0,1,0.48806423,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,26,295,LR,w/o XAI,11.047,2.4021588979,,0,0,0,0,,,,,0,Alcohol,numeric,9.7,12,2.3,0.5897435897,0.5897435897,1,1,1,1,1,1,0,0.41785717,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,27,27,LR,w/o XAI,12.666,2.5389212381,,1,1,1,1,,,,,2,SO2,numeric,100,19,-81,-0.642857143,0.6428571429,1,1,1,0,0,0,1,0.33451504,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,28,384,LR,w/ XAI,14.8,2.6946271808,,0,0,0,0,,,,,3,Vinegar Taint,numeric,0.64,0.36,-0.28,-0.383351588,0.3833515882,1,1,0,1,1,1,1,0.30967593,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,29,246,LR,w/ XAI,15.151,2.7180665364,,0,0,0,0,,,,,3,Vinegar Taint,numeric,0.69,0.36,-0.33,-0.451807229,0.4518072289,1,1,1,1,1,1,0,0.2555524,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,30,199,LR,w/ XAI,17.556,2.8653957718,,1,1,1,1,,,,,4,pH,numeric,3.5,3.1,-0.4,-0.606060606,0.6060606061,1,1,1,0,0,0,1,0.04805267,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
675b0f9fd2c385f95b734773,LR,mlp,wine_quality,low,counterfactual,31,338,LR,w/o XAI,11.324,2.4269243672,,1,1,1,1,,,,,3,Vinegar Taint,numeric,0.26,0.6,0.34,0.4654983571,0.4654983571,0,1,1,1,0,0,1,0.38251728,LR:low,0.8571428571,,False,0.7,0.6,12.5995,0,0
